,IP,START_DATE,END_DATE,FINISHED,TIME_total,RANDOM,CITY_text,AGE,INCOME,EDUCATION,GENDER,CITY_he,CITY_en,ORDER_1,ORDER_2,ORDER_3,ORDER_4,ORDER_waste_real,ORDER_waste_fake,ORDER_air_real,ORDER_air_fake,waste_real_THOUGHT,waste_real_RT,waste_real_positive_affect,waste_real_negative_affect,waste_real_image_funny,waste_real_image_weird,waste_real_person_familiar,waste_real_person_funny,waste_real_person_attractive,waste_real_ad_familiar,waste_fake_THOUGHT,waste_fake_RT,waste_fake_positive_affect,waste_fake_negative_affect,waste_fake_image_funny,waste_fake_image_weird,waste_fake_person_familiar,waste_fake_person_funny,waste_fake_person_attractive,waste_fake_ad_familiar,air_real_THOUGHT,air_real_RT,air_real_positive_affect,air_real_negative_affect,air_real_image_funny,air_real_image_weird,air_real_person_familiar,air_real_person_funny,air_real_person_attractive,air_real_ad_familiar,air_fake_THOUGHT,air_fake_RT,air_fake_positive_affect,air_fake_negative_affect,air_fake_image_funny,air_fake_image_weird,air_fake_person_familiar,air_fake_person_funny,air_fake_person_attractive,air_fake_ad_familiar
1,,1/22/2018 14:33,1/22/2018 14:37,1,240,air_fake|air_real|waste_real|waste_fake,חולון,19,3,3,0,חולון,Hulon,air_fake,air_real,waste_real,waste_fake,3,4,2,1,שקית רב פעמית,16.413,4,1,1,1,7,2,4,7,שקית רב פעמית,13.869,1,1,1,1,1,1,3,1,ראש דשא,6.727,2,1,6,5,7,7,5,5,"נדל""ן",7.496,5,2,2,3,1,1,1,1
2,,1/22/2018 14:33,1/22/2018 14:37,1,240,waste_fake|air_fake|air_real|waste_real,רחובות,33,1,8,0,רחובות,Rehovot,waste_fake,air_fake,air_real,waste_real,4,1,3,2,שימוש בשקית רב פעמית,18.381,5,1,4,3,7,4,4,6,שימוש בשקית רב פעמית כשהולכים לקניות,21.076,6,2,3,4,2,3,4,1,"ראש ירוק, חושב על הסביבה",18.363,5,1,5,4,7,7,4,5,סטודנט,21.867,4,4,5,6,1,3,3,1
3,,1/22/2018 14:36,1/22/2018 14:40,1,240,waste_real|air_fake|waste_fake|air_real,חולון,34,5,4,1,חולון,Hulon,waste_real,air_fake,waste_fake,air_real,1,3,4,2,להשתמש בסל הירוק ,14.633,5,1,4,1,7,7,6,3,חיקוי,14.267,4,1,2,1,1,2,3,1,צחוק,7.111,7,1,7,3,7,7,4,4,אסתטיות,15.261,2,4,4,5,1,2,1,1
4,,1/22/2018 14:38,1/22/2018 14:41,1,180,waste_fake|air_real|air_fake|waste_real,חולון,30,3,5,0,חולון,Hulon,waste_fake,air_real,air_fake,waste_real,4,1,2,3,מונית הכסף,13.447,7,1,4,1,7,7,6,7,איכות סביבה,8.516,6,2,2,2,2,2,4,6,מיחזור,6.853,5,2,6,2,7,6,2,7,כלום,8.394,2,1,1,1,1,1,1,1
5,,1/22/2018 14:37,1/22/2018 14:41,1,240,air_real|air_fake|waste_fake|waste_real,חדרה,28,2,7,1,חדרה,Hadera,air_real,air_fake,waste_fake,waste_real,4,3,1,2,קניות,4.244,1,1,1,1,7,3,2,1,קניות,5.548,1,1,1,1,1,1,3,1,דשא,13.074,3,3,4,6,6,7,3,1,בית,4.012,2,2,1,5,1,1,1,1
6,,1/22/2018 14:37,1/22/2018 14:42,1,300,waste_fake|air_real|air_fake|waste_real,רחובות,19,1,4,0,רחובות,Rehovot,waste_fake,air_real,air_fake,waste_real,4,1,2,3,לשים בסל רב פעמי,10.213,6,1,1,2,7,3,2,1,שמים את הכל בסל רב פעמי ולא בשקית חד פעמית כדי לשמור על הסביבה,30.485,7,2,2,7,1,1,1,1,מטומטמת,6.976,1,5,5,4,7,3,2,7,לא מובן כלל,10.008,4,3,1,2,1,1,2,1
7,,1/22/2018 14:36,1/22/2018 14:43,1,420,air_fake|waste_fake|waste_real|air_real,חולון,72,3,4,0,חולון,Hulon,air_fake,waste_fake,waste_real,air_real,3,2,4,1,במקום שקיות ,18.841,7,5,5,4,6,5,7,6,במקום שקיות ניילון / ,17.951,7,3,5,2,5,3,3,5,מוכר לי,12.058,6,7,6,5,6,5,4,6,ג'ינג'י גזעי / ,41.107,3,2,5,4,1,3,6,5
8,,1/22/2018 14:41,1/22/2018 14:43,1,120,waste_real|air_real|waste_fake|air_fake,חדרה,32,2,7,1,חדרה,Hadera,waste_real,air_real,waste_fake,air_fake,1,3,2,4,קניות,5.744,4,4,3,4,4,4,4,5,כחול,6.387,4,4,4,4,4,4,4,5,ראש דשא,5.526,4,4,4,4,4,4,4,5,בית,3.397,4,4,4,4,4,4,4,5
9,,1/22/2018 14:37,1/22/2018 14:44,1,420,waste_fake|air_fake|air_real|waste_real,רחובות,19,4,4,1,רחובות,Rehovot,waste_fake,air_fake,air_real,waste_real,4,1,3,2,איכות הסביבה,28.679,4,1,4,1,7,7,3,7,מחזור,4.493,5,1,2,1,1,2,2,1,מצחיק,5.167,6,1,7,5,7,7,2,7,מוזר,13.543,1,3,4,7,1,1,1,1
10,,1/22/2018 14:40,1/22/2018 14:45,1,300,air_fake|waste_real|waste_fake|air_real,נהריה,29,1,3,0,נהריה,Naharia,air_fake,waste_real,waste_fake,air_real,2,3,4,1,סופר,14.375,2,2,1,4,7,3,2,1,סופר,15.027,1,1,1,4,1,1,1,1,טבע,18.492,3,2,4,4,7,7,1,7,בנק,29.568,1,2,1,3,1,1,1,1
11,,1/22/2018 14:44,1/22/2018 14:48,1,240,waste_fake|waste_real|air_real|air_fake,רחובות,19,4,4,0,רחובות,Rehovot,waste_fake,waste_real,air_real,air_fake,2,1,3,4,הפתעה,11.138,6,2,6,5,7,7,5,1,תראו מה קניתי,23.224,4,4,6,6,1,4,5,1,מה לעזאזל ,11.078,7,1,7,7,7,7,2,7,איכס איזה מכוער,7.365,2,5,2,7,1,1,1,1
12,,1/22/2018 14:44,1/22/2018 14:50,1,360,air_real|waste_fake|waste_real|air_fake,רחובות,40,4,8,1,רחובות,Rehovot,air_real,waste_fake,waste_real,air_fake,3,2,1,4,שעמום,53.826,4,4,1,1,7,1,5,3,די לבזבוז ,12.537,3,3,1,5,1,1,4,1,לחשוב ירוק,7.839,7,1,6,4,7,7,5,5,משכנתא,12.694,3,3,1,4,1,2,3,1
13,,1/22/2018 14:37,1/22/2018 14:50,1,780,air_fake|waste_fake|waste_real|air_real,רחובות,24,1,4,1,רחובות,Rehovot,air_fake,waste_fake,waste_real,air_real,3,2,4,1,חוק השקיות,10.491,6,4,5,1,7,7,7,7,חוק השקיות ,14.569,4,1,4,4,1,1,6,3,עולם ירוק באמצעות מחזור,50.925,1,7,1,1,1,1,4,7,כל מבוגר זקוק לאפשרות שתהייה לו קורת גג לו ולמשפחתו,65.502,7,1,6,5,1,2,2,1
14,,1/22/2018 14:46,1/22/2018 14:51,1,300,air_fake|waste_real|air_real|waste_fake,חולון,36,1,7,1,חולון,Hulon,air_fake,waste_real,air_real,waste_fake,2,4,3,1,סלים במקום שקיות,13.108,2,2,3,3,7,4,3,3,סלים במקום שקיות,13.46,2,1,1,1,1,1,2,1,ראש דשא,7.292,2,1,5,4,7,7,3,1,דיור למשתכן,14.553,2,2,1,3,1,1,2,1
15,,1/22/2018 14:40,1/22/2018 14:52,1,720,air_real|waste_fake|air_fake|waste_real,קרית מלאכי,26,2,6,1,קרית מלאכי,Other,air_real,waste_fake,air_fake,waste_real,4,2,1,3,מיחזור,49.943,4,2,5,4,5,4,5,2,שקיות ממוחזרות לקניות,181.949,4,4,1,1,1,1,6,3,"איכות הסביבה, ירוק, טבע",80.652,5,4,5,5,6,4,4,5,"משכנתאות, בית, לימודים",11.621,4,5,5,5,2,3,3,2
16,,1/22/2018 14:50,1/22/2018 14:53,1,180,waste_real|air_real|air_fake|waste_fake,ראש העין,25,5,4,0,ראש העין,Rosh Haayin,waste_real,air_real,air_fake,waste_fake,1,4,2,3,מונית הכסף / שקיות  / קניות בסופר,23.003,7,1,7,1,7,7,5,7,קניות  / שקיות רב פעמיות,12.807,3,1,1,1,1,1,1,1,טל פרידמן / ארץ נהדרת / ,17.062,7,1,7,7,7,7,3,5,"נדל""ן",10.58,4,4,1,1,1,1,1,1
17,,1/22/2018 14:49,1/22/2018 14:54,1,300,waste_fake|air_real|waste_real|air_fake,רחובות,22,4,4,1,רחובות,Rehovot,waste_fake,air_real,waste_real,air_fake,3,1,2,4,שקיות מתכלות,8.633,6,1,5,3,7,7,6,1,שימוש בשקיות שמתכלות,15.889,5,1,3,1,1,1,4,1,ראש דשא,9.24,5,1,7,7,7,7,5,7,מגורים,6.863,5,1,7,5,1,3,4,1
18,,1/22/2018 14:50,1/22/2018 14:55,1,300,air_fake|waste_real|air_real|waste_fake,רחובות,32,5,7,1,רחובות,Rehovot,air_fake,waste_real,air_real,waste_fake,2,4,3,1,הפרסומת של הסל הרב פעמי ,13.793,6,1,6,2,7,7,7,7,פרסומת לסל רב פעמי,21.771,4,4,4,3,1,1,4,1,תחשוב ירוק,15.948,6,1,6,6,7,7,2,4,בן אדם צעיר ששמח שהצליח להגיע למצב שיש לו קורת גג,39.135,6,1,2,1,1,1,4,1
19,,1/22/2018 14:56,1/22/2018 14:58,1,120,air_fake|air_real|waste_real|waste_fake,נהריה,26,2,4,1,נהריה,Naharia,air_fake,air_real,waste_real,waste_fake,3,4,2,1,שופרסל,4.864,3,3,2,1,7,5,6,5,כלום,4.927,1,1,1,1,1,1,4,1,חיובית,7.439,5,1,5,2,7,7,3,7,בית,4.838,1,1,2,5,5,2,2,1
20,,1/22/2018 14:55,1/22/2018 14:59,1,240,air_real|waste_fake|air_fake|waste_real,חולון,38,4,3,0,חולון,Hulon,air_real,waste_fake,air_fake,waste_real,4,2,1,3,קניות ,8.175,5,4,5,4,7,7,7,7,קניות,10.455,5,4,4,3,1,1,2,1,ראש דשא,20.523,4,2,7,6,7,7,7,1,בנק לאומי ,23.352,1,1,3,6,1,2,2,1
21,,1/22/2018 14:55,1/22/2018 15:00,1,300,air_fake|waste_real|air_real|waste_fake,חולון,26,4,5,0,חולון,Hulon,air_fake,waste_real,air_real,waste_fake,2,4,3,1,הירוקים השתלטו על המדינה ודפקו את כולנו,20.504,1,7,1,1,7,3,4,7,הירוקים השתלטו על המדינה ודפקו את כולנו להוציא מלא כסף על שקיות,25.459,1,7,1,1,1,1,1,1,חחחחחחחחחחחחחחח,5.886,4,1,1,1,7,4,1,7,הוא קרח ולא מטופח,20.339,1,1,1,7,1,1,1,1
22,,1/22/2018 14:55,1/22/2018 15:03,1,480,waste_real|air_fake|waste_fake|air_real,רחובות,39,4,8,0,רחובות,Rehovot,waste_real,air_fake,waste_fake,air_real,1,3,4,2,שקית רב פעמית במקום חד פעמית לשמירה על איכות הסביבה,53.661,2,6,7,7,4,6,2,1,העדפת שקית רב פעמית על פני שקית חד פעמית לשמירה על איכות הסביבה ,36.87,4,4,1,1,1,1,4,1,ראש דשא,11.172,3,6,7,7,2,2,2,1,אדם מקריח עם גג על הראש כדי להיראות מסיים תואר למרות שאינו,33.609,2,4,5,7,1,3,1,1
23,,1/22/2018 15:02,1/22/2018 15:09,1,420,air_real|waste_real|air_fake|waste_fake,חולון,70,4,5,0,חולון,Hulon,air_real,waste_real,air_fake,waste_fake,2,4,1,3,"חיסכון בחומרים מזיקים , ושמירה על איכות הסביבה",64.266,6,1,4,1,7,4,5,7,סלי קניות לשימוש רב פעמי,19.556,4,4,4,1,1,1,3,1,ראש דשא,21.329,6,2,7,4,7,7,5,4,חיוביות,10.256,7,1,2,2,2,2,4,1
24,,1/22/2018 14:53,1/22/2018 15:10,1,1020,air_real|waste_real|waste_fake|air_fake,חולון,62,1,4,1,חולון,Hulon,air_real,waste_real,waste_fake,air_fake,2,3,1,4,תייק מיחזור,33.472,7,1,5,1,7,5,7,5,סוג של תיק מיחזור,30.633,5,2,2,2,1,1,1,1,דשא ירוק,39.231,7,1,7,1,7,7,6,5,פרסומת לחברת בניין / ,37.638,5,1,4,3,1,1,1,1
25,,1/22/2018 15:12,1/22/2018 15:16,1,240,air_real|waste_fake|waste_real|air_fake,חדרה,37,3,4,0,חדרה,Hadera,air_real,waste_fake,waste_real,air_fake,3,2,1,4,אותו הדבר בדיוק מניעת שקיות פלסטיק,18.767,4,4,5,2,7,6,4,4,מניעה של שקיות פלסטיק,18.607,4,4,1,3,1,2,4,2,ראש דשא (ירוק),10.248,3,5,5,3,7,7,4,4,כלום,8.468,2,2,2,5,1,3,4,1
26,,1/22/2018 15:18,1/22/2018 15:22,1,240,air_real|waste_fake|air_fake|waste_real,חדרה,30,3,7,1,חדרה,Hadera,air_real,waste_fake,air_fake,waste_real,4,2,1,3,שקית סופר עולות כסף,14.273,4,4,2,2,2,2,2,1,שקיות סופר עולות כסף,14.64,4,4,2,2,2,2,2,1,דשא,8.72,4,4,6,6,7,6,5,4,בית,8.313,4,4,2,3,2,2,2,1
27,,1/22/2018 15:33,1/22/2018 15:39,1,360,waste_real|waste_fake|air_fake|air_real,ראש העין,25,2,6,NA,ראש העין,Rosh Haayin,waste_real,waste_fake,air_fake,air_real,1,2,4,3,קניות,8.651,3,1,3,1,4,4,4,1,קניות,8.281,3,2,2,2,2,2,2,1,מצחיק,5.134,5,1,4,2,7,6,2,5,נדלן,4.194,3,2,2,5,2,1,2,2
28,,1/22/2018 15:39,1/22/2018 15:47,1,480,waste_real|air_real|waste_fake|air_fake,רחובות,37,1,8,0,רחובות,Rehovot,waste_real,air_real,waste_fake,air_fake,1,3,2,4,"סל נחמד, לא מושך ",90.353,4,4,1,4,7,6,7,5,סתמיות,7.785,1,4,3,3,1,4,6,1,טפשות,8.894,1,7,4,7,7,7,5,7,משכנתא,8.079,3,3,2,2,1,1,4,1
29,,1/22/2018 15:31,1/22/2018 16:30,1,3540,air_real|waste_fake|waste_real|air_fake,חולון,26,4,4,0,חולון,Hulon,air_real,waste_fake,waste_real,air_fake,3,2,1,4,קניות,27.203,5,1,4,1,7,7,7,1,קניות,12.096,3,1,1,1,1,1,5,1,ראש דשא,9.659,5,1,6,2,7,7,5,3,דירה...,40.963,4,1,3,1,1,1,2,1
30,,1/22/2018 16:18,1/22/2018 16:34,1,960,waste_real|air_real|air_fake|waste_fake,חולון,80,5,7,0,חולון,Hulon,waste_real,air_real,air_fake,waste_fake,1,4,2,3,הקטנת מכת השקיות ניילון,25.627,7,1,4,4,1,3,5,1,שקית קניות,282.679,6,1,2,5,1,1,6,1,איש דשא,19.838,3,3,5,7,1,3,1,1,לא מגולח,22.901,6,3,1,1,1,2,4,2
31,,1/22/2018 16:34,1/22/2018 16:39,1,300,waste_real|air_fake|air_real|waste_fake,נהריה,31,3,7,0,נהריה,Naharia,waste_real,air_fake,air_real,waste_fake,1,4,3,2,ירוק,11.015,7,1,7,1,7,7,7,4,כחול,5.465,4,4,1,1,1,1,1,1,ראש שדא,10.05,7,1,7,1,7,7,7,4,קרחת,16.167,3,3,1,1,1,1,1,1
32,,1/22/2018 16:39,1/22/2018 16:42,1,180,waste_fake|air_fake|air_real|waste_real,חולון,38,5,2,1,חולון,Hulon,waste_fake,air_fake,air_real,waste_real,4,1,3,2,גבר עשה קניות,10.836,6,1,5,4,7,5,6,6,גבר אחרי קניות,10.879,5,1,3,3,5,3,6,5,גבר צבע שער בצורה מוזרה,16.338,6,1,7,7,6,7,6,6,בן אדם קנה בית,9.226,7,1,4,3,5,4,6,6
33,,1/22/2018 16:37,1/22/2018 16:42,1,300,air_real|air_fake|waste_fake|waste_real,חולון,73,3,5,1,חולון,Hulon,air_real,air_fake,waste_fake,waste_real,4,3,1,2,סל לשימוש חוזר,15.503,6,1,1,1,5,1,4,1,חוזרים מקניות,13.418,6,1,1,1,1,1,6,1,גיחוך,20.722,1,1,1,7,1,1,1,1,איש מאושר,10.513,7,1,1,1,1,1,5,1
34,,1/22/2018 16:40,1/22/2018 16:43,1,180,air_real|air_fake|waste_real|waste_fake,רחובות,36,4,7,0,רחובות,Rehovot,air_real,air_fake,waste_real,waste_fake,3,4,1,2,שקית מחזור,15.589,3,3,1,1,7,1,3,3,שקית לסופר,5.854,3,3,2,2,1,2,4,1,ראש דשא ,5.248,6,2,4,4,7,7,4,3,תנובה,4.46,2,5,1,3,1,2,2,1
35,,1/22/2018 16:58,1/22/2018 17:06,1,480,waste_fake|air_real|waste_real|air_fake,נהריה,41,3,4,1,נהריה,Naharia,waste_fake,air_real,waste_real,air_fake,3,1,2,4,שקיות בתשלום,32.961,4,2,2,2,7,4,6,1,סל רב פעמי,20.995,4,2,1,1,1,2,5,2,ראש דשא מצחיק,20.015,3,1,7,4,7,7,3,7,אדם נחמד,30.399,5,1,2,2,1,2,3,1
36,,1/22/2018 17:45,1/22/2018 17:55,1,600,waste_fake|air_real|waste_real|air_fake,חולון,29,1,7,1,חולון,Hulon,waste_fake,air_real,waste_real,air_fake,3,1,2,4,רב שימושי,53.471,7,1,3,1,7,7,5,1,סופר,7.248,5,2,3,5,1,1,5,1,ראש דשא,22.54,7,1,7,3,7,7,2,1,לימודים,7.806,6,1,7,7,1,3,1,1
37,,1/22/2018 17:54,1/22/2018 18:01,1,420,air_real|air_fake|waste_real|waste_fake,רחובות,18,4,4,0,רחובות,Rehovot,air_real,air_fake,waste_real,waste_fake,3,4,1,2,שקיות,7.806,1,1,1,1,7,7,5,7,שקיות,8.228,1,1,1,1,1,1,4,1,טל פרידמן,10.534,7,1,7,5,7,7,2,1,בית,5.782,2,2,1,3,1,1,2,1
38,,1/22/2018 18:03,1/22/2018 18:07,1,240,waste_fake|waste_real|air_real|air_fake,רחובות,41,2,7,0,רחובות,Rehovot,waste_fake,waste_real,air_real,air_fake,2,1,3,4,סל רב שימושי,9.993,5,3,2,2,1,2,4,1,סל רב שימושי,11.348,4,2,2,3,1,2,4,1,ראש דשא,9.432,4,4,4,4,2,4,3,2,בועה,10.174,3,4,3,3,1,2,3,1
39,,1/22/2018 18:12,1/22/2018 18:16,1,240,waste_real|air_fake|air_real|waste_fake,רחובות,27,3,4,0,רחובות,Rehovot,waste_real,air_fake,air_real,waste_fake,1,4,3,2,ירוק,7.233,6,1,5,2,7,5,5,6,מחזור,5.604,5,2,4,1,1,3,4,1,דשא,7.461,7,1,6,3,7,7,5,6,אושר,13.266,5,2,6,4,1,4,2,1
40,,1/22/2018 18:06,1/22/2018 18:17,1,660,air_real|waste_real|waste_fake|air_fake,חולון,20,1,4,0,חולון,Hulon,air_real,waste_real,waste_fake,air_fake,2,3,1,4,מצחיק.סופר..עידו רוזנבלום.יונית,103.668,7,1,7,2,7,4,4,1,קניות,12.791,6,1,5,5,2,2,4,1,טל פרידמן הומור,79.32,7,1,7,3,7,7,5,2,הומור,8.356,7,1,5,5,2,3,2,1
41,,1/22/2018 18:29,1/22/2018 18:34,1,300,waste_fake|air_fake|waste_real|air_real,חדרה,30,1,4,0,חדרה,Hadera,waste_fake,air_fake,waste_real,air_real,3,1,4,2,שצריך לעבור לתיקים רב פעמים במקום שקיות,32.226,7,1,3,2,1,4,6,1,מזמין לקנות תיק רב פעמי לסופר-,27.21,7,1,1,3,1,1,6,1,סטאנדאפיסט,18.966,5,1,5,6,7,6,6,2,אין משהו ספציפי,15.806,4,1,5,3,1,5,3,1
42,,1/22/2018 18:47,1/22/2018 18:59,1,720,waste_real|air_real|air_fake|waste_fake,חדרה,71,2,7,0,חדרה,Hadera,waste_real,air_real,air_fake,waste_fake,1,4,2,3,סל ירוק מעלה הקשר לתחום האקולוגי,63.483,7,2,5,4,7,6,6,4,tabula rasa,72.433,5,2,3,2,1,1,7,1,מוגזם,34.229,1,6,5,6,7,7,3,7,לא מעורר מחשבה,27.956,2,3,4,2,1,2,3,1
43,,1/22/2018 19:07,1/22/2018 19:10,1,180,air_real|waste_real|air_fake|waste_fake,חולון,33,3,7,1,חולון,Hulon,air_real,waste_real,air_fake,waste_fake,2,4,1,3,מחזור,13.478,6,3,1,3,7,7,5,1,שקית מחזור ,9.002,5,1,1,1,1,1,3,1,סביבה ירוקה / ,10.104,2,6,4,6,6,4,2,1,מהזה?,15.775,1,1,1,3,1,1,3,1
44,,1/22/2018 19:37,1/22/2018 19:41,1,240,waste_fake|air_fake|waste_real|air_real,חולון,23,5,6,1,חולון,Hulon,waste_fake,air_fake,waste_real,air_real,3,1,4,2,פרסומת לשימוש בסל בקניות מצרכים,28.602,5,1,2,1,7,6,6,7,קניות בסופר ,19.199,2,3,5,6,1,1,4,1,לא יודעת,8.355,4,4,6,6,7,7,1,5,לימודים,4.64,4,4,5,5,1,3,1,1
45,,1/22/2018 19:36,1/22/2018 19:47,1,660,waste_real|air_real|air_fake|waste_fake,חולון,31,4,7,1,חולון,Hulon,waste_real,air_real,air_fake,waste_fake,1,4,2,3,בעל של יונית לוי,41.811,4,3,4,5,7,5,5,2,בחור מחזיק שקית ,22.747,4,4,2,2,1,1,5,1,ראש דשה,19.299,5,3,6,5,7,7,4,6,מי זה? ,17.893,3,5,3,4,1,2,2,1
46,,1/22/2018 20:08,1/22/2018 20:12,1,240,air_fake|waste_real|air_real|waste_fake,חדרה ,18,1,4,1,חדרה ,Hadera,air_fake,waste_real,air_real,waste_fake,2,4,3,1,קניות ,5.011,6,1,1,1,7,6,3,1,קניות,8.152,7,1,1,1,1,1,4,1,דשא,4.227,3,5,7,7,7,1,1,7,בית,12.599,7,1,1,1,1,1,1,1
47,,1/22/2018 20:26,1/22/2018 20:32,1,360,waste_real|air_real|air_fake|waste_fake,מהרייה,34,2,4,0,מהרייה,Naharia,waste_real,air_real,air_fake,waste_fake,1,4,2,3,להשתמש בשקית רב פעמית,17.123,6,2,2,4,6,2,5,1,כמו בראשונה לשקית רב פעמית חסכון,25.795,4,2,2,2,1,3,4,1,צמחיה,25.92,1,4,6,7,7,7,2,4,לבנות בניה ירוקה,35.57,2,4,2,4,1,1,3,1
48,,1/22/2018 20:39,1/22/2018 20:42,1,180,air_fake|air_real|waste_fake|waste_real,רחובות,36,4,8,1,רחובות,Rehovot,air_fake,air_real,waste_fake,waste_real,4,3,2,1,ידידותי לסביבה,9.227,7,1,2,1,7,7,7,7,ידידותי לסביבה,12.576,6,1,1,1,1,1,4,1,מצחיק,6.97,7,1,7,7,7,7,1,7,אקדמאי,12.74,4,3,3,3,1,3,3,1
49,,1/22/2018 21:35,1/22/2018 21:42,1,420,air_fake|waste_fake|waste_real|air_real,חולון,37,1,4,0,חולון,Hulon,air_fake,waste_fake,waste_real,air_real,3,2,4,1,צריך למחזר,13.142,7,1,1,1,7,7,7,1,מחזור,10.557,6,2,1,5,1,1,5,1,ראש דשא,9.675,2,4,7,7,7,7,2,4,איש נדלן,13.182,6,1,5,6,1,3,1,1
50,,1/22/2018 21:45,1/22/2018 21:52,1,420,waste_fake|air_real|air_fake|waste_real,רחובות,60,3,7,1,רחובות,Rehovot,waste_fake,air_real,air_fake,waste_real,4,1,2,3,קניות,15.806,6,1,4,2,7,6,5,2,קניות,9.061,6,1,4,2,5,5,4,1,ראש דשא,8.086,6,1,6,4,7,7,4,7,בית,9.054,6,1,3,3,2,2,3,1
51,,1/22/2018 22:55,1/22/2018 23:02,1,420,waste_real|air_real|waste_fake|air_fake,חולון,19,4,5,0,חולון,Hulon,waste_real,air_real,waste_fake,air_fake,1,3,2,4,שקיות סופר,23.682,4,2,4,2,7,4,3,5,שקית סופר,12.356,4,2,2,2,1,1,3,2,דשא,25.543,4,1,6,5,7,6,2,2,בית,13.844,4,2,4,5,1,1,1,1
52,,1/22/2018 23:44,1/22/2018 23:49,1,300,air_real|air_fake|waste_real|waste_fake,רחובות,43,3,7,1,רחובות,Rehovot,air_real,air_fake,waste_real,waste_fake,3,4,1,2,ירוק,11.4,1,6,5,7,7,3,3,4,קניות,9.89,3,4,3,2,4,4,5,4,אקולוגיה,21.356,4,5,7,6,7,6,1,5,תרבות הדיור,9.629,4,4,4,4,1,2,7,4
53,,1/22/2018 23:51,1/22/2018 23:59,1,480,air_fake|air_real|waste_fake|waste_real,חדרה,32,1,3,0,חדרה,Hadera,air_fake,air_real,waste_fake,waste_real,4,3,2,1,מחזור,19.489,5,2,4,1,7,5,5,3,יוקר מחייה,14.673,1,7,2,2,1,1,3,1,הגנה על הטבע,27.217,6,1,6,2,7,6,2,5,דיור מוזל לצעירים,57.063,6,3,2,1,1,1,2,1
54,,1/23/2018 0:09,1/23/2018 0:15,1,360,waste_fake|air_real|air_fake|waste_real,חולון,22,3,4,1,חולון,Hulon,waste_fake,air_real,air_fake,waste_real,4,1,2,3,מיחזור,12.71,5,2,3,3,6,6,4,5,קניות,23.446,4,4,2,5,1,3,6,1,עציץ,4.505,5,2,5,5,6,6,2,4,תיווך,4.815,5,2,3,2,3,3,1,2
55,,1/23/2018 6:37,1/23/2018 6:40,1,180,waste_real|air_fake|air_real|waste_fake,רחובות,35,1,4,1,רחובות,Rehovot,waste_real,air_fake,air_real,waste_fake,1,4,3,2,שקיות מיחזור,10.979,1,1,1,1,1,1,1,7,שקיות מיחזור,11.185,1,1,1,1,1,1,1,1,מוצרים אורגנים,11.64,1,1,1,1,1,1,1,1,נדלן,7.249,1,1,1,1,1,1,1,1
